Utilisateur,Role,Departement,DateHeure,IPSource,Localisation,Resultat
drivera,Développeur,RH,2024-05-23 12:52:30.315987,202.252.211.168,Canada,succès
hshaw,Manager,IT,2024-05-23 13:00:47.971927,104.55.72.134,USA,succès
bethwilliams,Développeur,IT,2024-05-23 14:20:05.569201,85.43.198.138,USA,succès
amydavenport,Développeur,Marketing,2024-05-23 15:43:14.522770,96.58.8.234,Espagne,succès
bradley60,Manager,Logistique,2024-05-23 15:54:53.582041,213.201.4.252,USA,succès
perezrebecca,Employé,Marketing,2024-05-23 16:42:34.029276,211.0.61.67,Japon,succès
jasminebrown,Stagiaire,Comptabilité,2024-05-23 16:56:59.382589,40.17.71.111,Italie,succès
donnacampbell,Stagiaire,IT,2024-05-23 18:16:30.507055,149.168.181.39,Unknown,succès
abrown,Support IT,Comptabilité,2024-05-23 18:24:16.821831,210.180.175.172,Italie,échec
sarah35,Admin système,Production,2024-05-23 18:30:10.343713,166.192.78.13,USA,succès
bradley60,Manager,Logistique,2024-05-23 18:55:58.904989,153.154.173.88,Canada,échec
samuel81,Stagiaire,RH,2024-05-23 20:48:54.117084,102.84.75.53,Italie,échec
donnacampbell,Stagiaire,IT,2024-05-23 22:18:49.911712,202.83.56.148,Unknown,succès
cheryl80,Stagiaire,Comptabilité,2024-05-23 22:43:11.208287,162.211.123.168,Japon,échec
richard13,Employé,IT,2024-05-23 23:12:17.732013,217.208.172.195,USA,succès
lindsayhernandez,Support IT,Production,2024-05-23 23:53:27.454015,208.133.94.35,Espagne,succès
hernandezernest,Développeur,Logistique,2024-05-24 01:01:54.230290,71.122.241.149,Italie,succès
dudleynicholas,Stagiaire,Comptabilité,2024-05-24 01:03:41.004636,211.224.37.117,Canada,succès
russellwilliams,Développeur,RH,2024-05-24 01:47:27.822710,202.76.30.155,Espagne,succès
theresacochran,Manager,RH,2024-05-24 02:35:10.232721,155.250.119.241,Allemagne,échec
uhorton,Stagiaire,Logistique,2024-05-24 03:00:47.537361,209.204.160.245,Allemagne,succès
kimberly69,Stagiaire,RH,2024-05-24 04:36:11.739041,23.234.83.181,Canada,succès
hoffmanjennifer,Admin système,Marketing,2024-05-24 07:06:20.035251,104.125.108.61,Allemagne,succès
harrellkenneth,Stagiaire,Logistique,2024-05-24 07:17:27.392302,211.213.173.78,Japon,succès
adkinsbrian,Employé,IT,2024-05-24 07:31:21.720597,215.235.247.233,Italie,succès
dshields,Employé,Ventes,2024-05-24 07:48:10.386135,87.62.115.190,France,succès
adkinsbrian,Employé,IT,2024-05-24 08:38:51.845836,214.92.182.99,Allemagne,échec
davidalvarez,Employé,Logistique,2024-05-24 09:23:16.536278,82.93.183.79,Canada,succès
evelynestrada,Stagiaire,IT,2024-05-24 09:51:42.962430,210.147.120.98,Canada,succès
michellejames,Développeur,Logistique,2024-05-24 09:51:55.617893,204.121.123.25,Japon,succès
bradley60,Manager,Logistique,2024-05-24 10:26:10.869474,150.84.151.66,Brésil,succès
jasminebrown,Stagiaire,Comptabilité,2024-05-24 10:28:54.385656,196.13.96.86,France,échec
garzaanthony,Employé,Marketing,2024-05-24 10:58:03.931550,190.93.14.54,Canada,succès
sarah35,Admin système,Production,2024-05-24 11:23:05.263055,95.56.145.92,Unknown,succès
hhoffman,Manager,Marketing,2024-05-24 11:45:35.998518,188.181.243.171,Allemagne,succès
johnsonjoshua,Stagiaire,RH,2024-05-24 12:17:01.027126,185.162.77.86,France,succès
chapmanjerry,Support IT,Production,2024-05-24 12:33:40.752123,31.183.32.110,Unknown,succès
jpeterson,Manager,Production,2024-05-24 12:37:27.555192,129.190.131.17,Canada,échec
teresa28,Manager,Ventes,2024-05-24 12:49:56.497941,219.204.13.63,USA,succès
ogray,Manager,RH,2024-05-24 14:03:12.638644,187.146.197.236,Japon,échec
josephjacobs,Employé,Comptabilité,2024-05-24 15:41:14.025710,190.77.98.152,Brésil,succès
josephbrennan,Employé,IT,2024-05-24 17:10:00.582535,55.184.131.141,USA,succès
hoffmanjennifer,Admin système,Marketing,2024-05-24 17:24:00.259320,181.75.251.67,Italie,succès
adrianzimmerman,Admin système,Ventes,2024-05-24 17:25:32.160923,197.207.249.170,Japon,succès
david51,Stagiaire,Production,2024-05-24 19:31:56.046533,197.51.193.155,France,échec
chapmanjerry,Support IT,Production,2024-05-24 20:03:35.207713,28.225.66.89,Unknown,succès
waltersmaria,Manager,Comptabilité,2024-05-24 20:21:26.663607,163.213.216.162,Allemagne,succès
clarence34,Support IT,Comptabilité,2024-05-24 20:54:24.192992,208.206.105.64,Japon,succès
xreid,Employé,Ventes,2024-05-24 21:18:14.353325,201.80.131.69,USA,échec
david51,Stagiaire,Production,2024-05-24 22:25:50.864549,80.36.220.207,Brésil,succès
sara74,Employé,RH,2024-05-24 22:27:11.463904,4.147.254.181,France,succès
cheryl80,Stagiaire,Comptabilité,2024-05-24 23:36:19.311134,202.40.224.134,Canada,succès
rachel05,Admin système,IT,2024-05-25 01:02:06.597705,65.126.37.205,USA,succès
ithomas,Manager,RH,2024-05-25 04:11:54.619641,188.220.205.242,Espagne,succès
chad34,Stagiaire,RH,2024-05-25 04:31:01.356930,103.54.173.59,Canada,succès
evan78,Stagiaire,Ventes,2024-05-25 05:46:23.117490,80.18.3.222,Italie,succès
samuel87,Admin système,Production,2024-05-25 05:58:02.324118,142.150.104.239,Italie,succès
tanyariley,Admin système,Logistique,2024-05-25 06:13:50.670748,163.42.221.218,Espagne,succès
kimberly69,Stagiaire,RH,2024-05-25 07:03:26.394564,136.186.75.80,France,succès
ogray,Manager,RH,2024-05-25 07:10:04.973674,195.208.5.238,Unknown,échec
emurphy,Développeur,RH,2024-05-25 08:25:54.861208,193.223.208.215,Canada,succès
dking,Stagiaire,Marketing,2024-05-25 09:57:11.816200,175.56.169.100,Unknown,succès
teresa28,Manager,Ventes,2024-05-25 10:10:18.049127,27.151.231.160,Japon,succès
ilewis,Développeur,RH,2024-05-25 10:20:59.662073,151.193.209.176,USA,succès
sarah12,Stagiaire,Comptabilité,2024-05-25 10:30:34.960637,198.14.58.17,Canada,succès
evelynestrada,Stagiaire,IT,2024-05-25 10:45:01.306391,129.174.157.235,Japon,succès
johnsonjoshua,Stagiaire,RH,2024-05-25 10:48:54.303752,27.29.69.31,Espagne,échec
steven73,Manager,IT,2024-05-25 11:02:48.814024,203.75.219.8,Italie,succès
sara74,Employé,RH,2024-05-25 12:29:19.448719,139.242.177.211,Allemagne,succès
perezrebecca,Employé,Marketing,2024-05-25 12:43:19.464781,210.10.211.161,Allemagne,succès
theresacochran,Manager,RH,2024-05-25 14:00:11.868300,5.34.139.44,Espagne,succès
ibrandt,Développeur,Production,2024-05-25 14:46:49.679238,28.193.232.156,France,échec
mikemoore,Admin système,Logistique,2024-05-25 15:52:05.287317,174.79.129.96,USA,succès
james48,Support IT,Ventes,2024-05-25 16:32:28.142172,79.77.15.165,Espagne,succès
john39,Manager,IT,2024-05-25 18:57:02.737610,153.172.52.129,Canada,succès
michellejames,Développeur,Logistique,2024-05-25 19:30:05.927588,188.26.30.64,Italie,succès
drivera,Développeur,RH,2024-05-25 20:16:38.759830,176.192.194.183,France,échec
lbyrd,Développeur,Ventes,2024-05-25 20:56:21.991564,149.195.104.73,Allemagne,succès
robinsonwilliam,Stagiaire,Production,2024-05-25 22:39:32.153505,33.176.224.37,Italie,succès
wrightjames,Admin système,RH,2024-05-25 23:10:30.543514,166.74.15.68,Espagne,succès
emurphy,Développeur,RH,2024-05-26 01:12:01.200111,56.32.158.27,USA,échec
adrianzimmerman,Admin système,Ventes,2024-05-26 01:17:35.444401,166.96.72.129,Canada,succès
robinsonwilliam,Stagiaire,Production,2024-05-26 01:19:43.417700,133.91.53.224,France,succès
sarah12,Stagiaire,Comptabilité,2024-05-26 01:25:42.209492,97.120.166.228,Unknown,échec
staffordmichelle,Support IT,Marketing,2024-05-26 01:41:10.172170,80.193.57.138,France,succès
maryramirez,Employé,Ventes,2024-05-26 02:08:44.439152,45.33.170.244,USA,succès
jonesjason,Manager,IT,2024-05-26 03:42:23.901485,23.90.158.64,Espagne,succès
lisa02,Manager,Ventes,2024-05-26 04:06:49.179802,203.180.78.97,Espagne,succès
david51,Stagiaire,Production,2024-05-26 06:27:59.270533,101.91.69.60,Allemagne,succès
barnesbrandy,Stagiaire,Ventes,2024-05-26 06:32:24.224994,26.160.45.187,USA,échec
sarah12,Stagiaire,Comptabilité,2024-05-26 08:00:36.767798,195.160.214.231,USA,succès
dudleynicholas,Stagiaire,Comptabilité,2024-05-26 08:11:49.178331,214.220.109.121,Espagne,succès
esanchez,Support IT,Ventes,2024-05-26 08:13:13.856359,159.176.158.139,Espagne,succès
maria95,Support IT,RH,2024-05-26 08:27:00.446392,63.110.42.135,Japon,succès
michellebarrera,Stagiaire,Marketing,2024-05-26 09:57:15.602142,219.136.157.122,Unknown,succès
sanchezthomas,Admin système,Production,2024-05-26 09:59:24.026717,166.227.3.225,France,échec
julieryan,Stagiaire,Comptabilité,2024-05-26 11:20:21.377329,210.5.41.106,Espagne,succès
ibrandt,Développeur,Production,2024-05-26 11:31:05.900937,57.79.91.5,Canada,succès
nicholasgalloway,Employé,Logistique,2024-05-26 12:22:51.958267,158.52.5.76,Japon,succès
michael86,Admin système,Comptabilité,2024-05-26 13:35:04.592151,90.120.23.175,Allemagne,succès
lrobinson,Manager,Production,2024-05-26 13:40:38.152545,213.246.36.48,Unknown,échec
nicholasgalloway,Employé,Logistique,2024-05-26 13:58:20.757586,89.65.166.27,Allemagne,succès
sarah12,Stagiaire,Comptabilité,2024-05-26 14:28:34.679621,141.147.202.101,Japon,succès
novaksara,Support IT,RH,2024-05-26 14:37:18.343350,218.143.7.115,France,succès
julieryan,Stagiaire,Comptabilité,2024-05-26 16:49:48.723034,223.82.244.187,Allemagne,succès
amydavenport,Développeur,Marketing,2024-05-26 18:10:36.089740,199.27.161.66,Unknown,échec
jpeterson,Manager,Production,2024-05-26 18:48:21.144589,221.12.232.23,Unknown,succès
ryan70,Employé,Comptabilité,2024-05-26 18:56:15.432790,177.65.7.59,Brésil,échec
wrightcaleb,Admin système,RH,2024-05-26 19:09:09.799166,74.129.191.252,Japon,succès
jennifercruz,Support IT,IT,2024-05-26 20:17:21.381177,187.131.180.39,Canada,échec
jason99,Admin système,Marketing,2024-05-26 20:43:02.976718,39.208.110.98,Allemagne,succès
robinsonwilliam,Stagiaire,Production,2024-05-26 20:54:40.786468,199.133.247.89,Allemagne,succès
sara74,Employé,RH,2024-05-26 21:15:02.534904,202.17.179.21,Canada,succès
jasminebrown,Stagiaire,Comptabilité,2024-05-26 21:55:09.055546,74.141.223.7,Brésil,succès
jacqueline19,Employé,Comptabilité,2024-05-26 23:31:03.926615,221.182.219.169,Allemagne,succès
dking,Stagiaire,Marketing,2024-05-27 01:31:15.246592,135.221.250.78,Allemagne,succès
sheila14,Employé,Comptabilité,2024-05-27 02:39:03.609916,137.3.0.230,Espagne,échec
sarayoung,Support IT,Ventes,2024-05-27 03:30:51.655501,200.105.139.120,Espagne,succès
ericfarmer,Développeur,Comptabilité,2024-05-27 04:24:51.924295,134.79.94.31,Brésil,succès
ltaylor,Stagiaire,IT,2024-05-27 05:03:11.848593,98.218.3.245,Italie,succès
donnacampbell,Stagiaire,IT,2024-05-27 06:23:58.039292,179.185.136.41,Canada,succès
evelynestrada,Stagiaire,IT,2024-05-27 06:36:32.136502,153.153.12.255,Japon,succès
josephflores,Stagiaire,Marketing,2024-05-27 07:21:38.962960,133.118.47.57,Japon,succès
stephanie79,Manager,RH,2024-05-27 08:06:46.500485,185.24.98.112,Brésil,échec
jonesjason,Manager,IT,2024-05-27 08:19:07.338820,148.35.115.239,Italie,échec
kayla51,Admin système,Logistique,2024-05-27 08:23:16.137085,200.33.255.55,Brésil,succès
sanchezthomas,Admin système,Production,2024-05-27 08:36:01.606925,218.80.68.226,Italie,succès
perezantonio,Support IT,Marketing,2024-05-27 09:31:09.292807,34.218.124.33,Canada,succès
smoore,Manager,Production,2024-05-27 10:00:06.471866,35.235.49.71,Brésil,succès
kimberly63,Admin système,Production,2024-05-27 10:17:57.306496,195.182.220.89,Espagne,succès
josephflores,Stagiaire,Marketing,2024-05-27 10:30:43.027425,203.14.216.12,Japon,succès
kimberly69,Stagiaire,RH,2024-05-27 12:22:53.182246,19.219.71.140,Italie,échec
brianromero,Employé,Comptabilité,2024-05-27 12:35:02.761582,175.72.224.184,Allemagne,échec
ltaylor,Stagiaire,IT,2024-05-27 13:02:36.892456,79.210.180.240,Brésil,succès
chapmanjerry,Support IT,Production,2024-05-27 13:03:26.899555,20.74.233.92,Japon,succès
chapmanjerry,Support IT,Production,2024-05-27 13:09:41.663970,197.9.217.18,Canada,succès
chapmanjerry,Support IT,Production,2024-05-27 13:30:40.746088,221.123.76.71,USA,succès
bradley60,Manager,Logistique,2024-05-27 13:50:39.878642,138.36.59.243,USA,échec
esanchez,Support IT,Ventes,2024-05-27 13:53:44.839678,209.160.182.52,Italie,succès
robinsonwilliam,Stagiaire,Production,2024-05-27 14:03:19.347746,215.83.155.104,USA,succès
jacqueline19,Employé,Comptabilité,2024-05-27 14:19:23.077641,196.143.162.236,Japon,succès
mikemoore,Admin système,Logistique,2024-05-27 15:35:39.678838,140.229.229.134,Espagne,succès
donaldgarcia,Employé,Marketing,2024-05-27 15:41:25.482359,108.87.43.56,Japon,succès
cassandra07,Stagiaire,Comptabilité,2024-05-27 16:10:55.855558,155.243.97.31,Brésil,succès
erik16,Employé,IT,2024-05-27 17:27:11.308415,206.200.63.147,France,échec
ogray,Manager,RH,2024-05-27 18:16:22.619463,214.161.28.56,Espagne,succès
dcarlson,Développeur,Production,2024-05-27 18:58:03.727890,37.7.236.0,Canada,succès
jeffreykeller,Admin système,RH,2024-05-27 19:14:21.040201,223.198.56.107,USA,succès
spenceamanda,Admin système,Ventes,2024-05-27 19:15:45.804791,202.84.81.40,France,succès
ericfarmer,Développeur,Comptabilité,2024-05-27 19:26:12.883697,186.254.35.63,Espagne,échec
ddavis,Support IT,Production,2024-05-27 20:56:10.682075,170.129.27.186,Japon,succès
smoore,Manager,Production,2024-05-27 22:10:36.247003,59.22.155.36,Unknown,succès
rachel05,Admin système,IT,2024-05-27 22:11:33.156429,147.231.184.224,USA,succès
kayla51,Admin système,Logistique,2024-05-27 22:42:34.118754,192.101.210.64,Italie,succès
donaldgarcia,Employé,Marketing,2024-05-27 22:44:57.013200,123.57.228.130,Brésil,succès
samuel87,Admin système,Production,2024-05-27 23:36:49.609646,173.111.80.72,Italie,succès
amandasanchez,Manager,Ventes,2024-05-27 23:59:21.713577,184.108.128.17,Japon,succès
yleon,Manager,Production,2024-05-28 00:10:30.085070,64.68.139.96,Allemagne,succès
josephanderson,Manager,Logistique,2024-05-28 00:24:53.058198,199.130.243.88,Espagne,échec
michael86,Admin système,Comptabilité,2024-05-28 03:28:32.236718,28.51.50.158,Canada,succès
sarayoung,Support IT,Ventes,2024-05-28 04:32:35.828689,129.187.130.58,Italie,succès
ogray,Manager,RH,2024-05-28 05:07:26.771286,200.78.97.100,USA,succès
teresa28,Manager,Ventes,2024-05-28 05:08:13.592354,193.44.89.241,Japon,succès
ilewis,Développeur,RH,2024-05-28 07:12:01.060285,214.147.219.147,Allemagne,succès
davidalvarez,Employé,Logistique,2024-05-28 08:58:42.806023,134.252.240.185,Brésil,succès
teresa28,Manager,Ventes,2024-05-28 09:08:53.117921,193.228.59.141,Canada,échec
ybailey,Employé,IT,2024-05-28 12:09:16.793032,154.7.120.202,Italie,succès
khowell,Admin système,Marketing,2024-05-28 14:15:13.675422,28.245.225.59,Allemagne,succès
garrisonjeffrey,Manager,Production,2024-05-28 14:22:19.307595,198.148.144.176,Canada,succès
garrisonjeffrey,Manager,Production,2024-05-28 16:42:30.523337,193.141.212.82,Canada,succès
bryantlaurie,Manager,IT,2024-05-28 17:09:02.770894,146.32.94.230,Espagne,échec
jrivas,Support IT,RH,2024-05-28 17:34:17.042689,197.145.247.221,Canada,succès
xreid,Employé,Ventes,2024-05-28 17:38:12.414880,175.246.94.176,Italie,échec
johnsonjoshua,Stagiaire,RH,2024-05-28 17:46:23.703557,104.255.137.232,Allemagne,succès
mitchellclark,Employé,Logistique,2024-05-28 17:52:07.251094,187.91.155.255,Espagne,succès
robinsonwilliam,Stagiaire,Production,2024-05-28 21:53:13.903808,168.118.173.130,Canada,succès
kendragalloway,Support IT,Production,2024-05-28 22:26:49.418263,45.250.212.233,Canada,succès
donnacampbell,Stagiaire,IT,2024-05-28 22:32:47.521275,177.250.113.183,Allemagne,échec
amandasanchez,Manager,Ventes,2024-05-28 22:38:25.670690,204.70.105.233,Allemagne,succès
kimberly69,Stagiaire,RH,2024-05-28 23:32:37.123578,161.134.114.200,France,succès
julieryan,Stagiaire,Comptabilité,2024-05-29 00:01:03.336517,140.206.75.241,Canada,succès
theresacochran,Manager,RH,2024-05-29 00:16:14.273535,32.116.142.157,Unknown,succès
hhoffman,Manager,Marketing,2024-05-29 00:26:11.136802,89.207.94.1,Canada,succès
nicholasgalloway,Employé,Logistique,2024-05-29 00:26:12.688230,197.53.158.193,USA,succès
gabrieltucker,Manager,Comptabilité,2024-05-29 02:03:52.094580,79.85.251.137,Unknown,succès
garrisonjeffrey,Manager,Production,2024-05-29 02:12:01.973842,173.226.83.197,Espagne,succès
richarddavid,Admin système,Production,2024-05-29 02:49:01.017782,6.248.119.41,Japon,succès
theresacochran,Manager,RH,2024-05-29 02:58:44.209635,16.166.70.160,Canada,succès
esanchez,Support IT,Ventes,2024-05-29 04:12:15.342267,162.23.200.43,France,succès
hhoffman,Manager,Marketing,2024-05-29 04:19:48.492154,119.6.11.105,France,succès
lbyrd,Développeur,Ventes,2024-05-29 04:47:28.479447,182.104.250.109,Japon,succès
dudleynicholas,Stagiaire,Comptabilité,2024-05-29 04:51:03.772547,200.7.99.185,Canada,succès
sara74,Employé,RH,2024-05-29 04:53:35.043875,205.252.139.76,Unknown,succès
lbyrd,Développeur,Ventes,2024-05-29 07:57:11.695274,178.61.59.90,Brésil,succès
barnesbrandy,Stagiaire,Ventes,2024-05-29 10:28:41.785209,174.144.129.175,Japon,échec
rachel05,Admin système,IT,2024-05-29 11:29:49.644530,22.113.241.157,Italie,succès
cassandra07,Stagiaire,Comptabilité,2024-05-29 11:38:28.703038,128.208.221.249,Canada,échec
ilewis,Développeur,RH,2024-05-29 12:02:22.071429,207.60.151.135,USA,succès
angela36,Stagiaire,IT,2024-05-29 17:30:53.058858,196.230.147.28,Unknown,succès
angela36,Stagiaire,IT,2024-05-29 17:53:22.750084,124.164.0.55,Allemagne,échec
emurphy,Développeur,RH,2024-05-29 17:55:23.256069,59.96.45.5,USA,échec
garrisonjeffrey,Manager,Production,2024-05-29 20:23:41.533876,44.248.45.85,Unknown,succès
dking,Stagiaire,Marketing,2024-05-29 21:44:30.897058,171.223.106.74,Brésil,succès
uhorton,Stagiaire,Logistique,2024-05-29 21:45:35.767700,159.90.73.96,Canada,succès
adrianzimmerman,Admin système,Ventes,2024-05-29 21:48:14.362861,5.63.214.90,Italie,succès
kayla51,Admin système,Logistique,2024-05-29 22:02:55.347473,142.41.146.19,Espagne,succès
kayla51,Admin système,Logistique,2024-05-29 22:33:37.415947,202.157.123.165,Espagne,succès
ibrandt,Développeur,Production,2024-05-29 22:41:25.816267,207.63.43.120,Unknown,échec
hernandezernest,Développeur,Logistique,2024-05-29 23:24:33.184908,189.127.215.162,Espagne,succès
hshaw,Manager,IT,2024-05-30 00:10:31.673780,68.21.181.131,Espagne,succès
stephen10,Admin système,Production,2024-05-30 00:21:00.056936,139.42.238.107,USA,échec
hshaw,Manager,IT,2024-05-30 00:32:54.367936,207.169.25.214,Espagne,succès
cheryl80,Stagiaire,Comptabilité,2024-05-30 00:37:07.045909,188.227.244.179,France,succès
adrianzimmerman,Admin système,Ventes,2024-05-30 00:39:52.962087,207.126.67.116,Japon,succès
samuel81,Stagiaire,RH,2024-05-30 00:54:57.370186,220.114.36.192,Canada,succès
wrightjames,Admin système,RH,2024-05-30 01:00:00.833709,217.27.215.59,USA,échec
jrivas,Support IT,RH,2024-05-30 01:02:59.947786,216.95.27.76,USA,succès
maryramirez,Employé,Ventes,2024-05-30 01:23:09.594759,203.220.151.137,Unknown,succès
waltersmaria,Manager,Comptabilité,2024-05-30 01:30:38.866882,192.55.24.233,Brésil,succès
vjohnson,Stagiaire,Production,2024-05-30 01:58:43.749050,181.180.183.76,Italie,succès
lrobinson,Manager,Production,2024-05-30 02:23:15.541265,83.121.125.43,Espagne,succès
wrightcaleb,Admin système,RH,2024-05-30 03:22:15.379299,213.172.157.116,Brésil,succès
